Customer ID,Age,Gender,Location,Review Rating,Subscription Status,Preferred Payment Method
fb483881,27,Female,Avilés,4.5,No,Cash
da941cdd,42,Male,Alcalá de Henares,3.3,No,Credit Card
34a428d7,33,Male,Avilés,2.7,Yes,Credit Card
6a99e104,43,Male,Alicante,4.2,No,PayPal
2e35f62d,24,Male,Barcelona,4.5,Yes,Cash
1fcdc60c,20,Male,Móstoles,2.9,No,Venmo
996cdfde,25,Male,Oviedo,4.7,Yes,PayPal
51ee04ab,34,Male,Madrid,4.5,No,PayPal
16a5bf82,65,Male,Valencia,2.9,No,Venmo
69796745,35,Male,Lleida,3.2,Yes,Venmo
9d7d1e66,44,Male,Avilés,3.3,Yes,PayPal
ae9cc512,69,Female,Oviedo,4.9,No,Debit Card
88b223e5,34,Female,Valencia,2.9,No,Bank Transfer
6e173410,66,Male,Valencia,3.4,No,Bank Transfer
0e4cc78c,22,Male,Oviedo,3.6,Yes,PayPal
e8ed0992,54,Male,Barcelona,3.4,No,Venmo
896da4cd,35,Male,Avilés,4.0,Yes,Debit Card
896b3bec,57,Male,Madrid,4.7,No,Cash
492effc9,25,Male,Oviedo,4.8,No,PayPal
b32dd40a,40,Male,Alicante,4.4,No,Debit Card
d8ff983b,46,Male,Avilés,2.9,Yes,PayPal
9bab1445,40,Male,Móstoles,4.6,No,PayPal
eef9140a,65,Female,Girona,3.4,No,Bank Transfer
7f46f07a,55,Male,Gijón,2.6,No,Bank Transfer
2815993d,48,Female,Lleida,4.0,No,Bank Transfer
451e2fb4,63,Male,Girona,3.2,Yes,Cash
cb1aee06,19,Female,Lleida,4.1,No,Credit Card
5ae4f2f7,48,Female,Oviedo,4.5,No,Bank Transfer
5950a0ed,62,Male,Móstoles,3.4,Yes,Cash
97029ba9,49,Male,Gijón,4.5,Yes,Credit Card
184010f3,46,Male,Alcalá de Henares,4.0,Yes,Cash
c75371b3,65,Male,Oviedo,4.5,Yes,PayPal
94959a78,26,Male,Castellón,3.9,No,Bank Transfer
027dc0df,44,Male,Lleida,3.2,No,Cash
8a339194,50,Male,Oviedo,3.9,No,PayPal
84e76717,25,Male,Lleida,3.7,No,Credit Card
f45b5a9f,51,Female,Gijón,2.7,No,PayPal
ad4b5826,64,Female,Móstoles,4.9,No,Credit Card
17fc713b,35,Male,Barcelona,4.1,No,PayPal
9cb8bdfc,31,Female,Móstoles,4.7,No,Debit Card
83391637,55,Male,Alcalá de Henares,2.5,No,Credit Card
06842e56,69,Male,Castellón,5.0,No,Debit Card
f42d2247,45,Male,Valencia,4.2,No,Debit Card
d9418341,51,Male,Valencia,3.1,Yes,Debit Card
4e04e21b,25,Male,Gijón,2.7,Yes,Credit Card
3f804008,58,Male,Castellón,4.0,No,Credit Card
a58b01d8,25,Male,Castellón,3.1,No,PayPal
e4e64fa9,31,Male,Oviedo,4.1,Yes,Credit Card
98f8902c,56,Male,Oviedo,3.7,No,PayPal
52b64beb,41,Male,Móstoles,4.2,No,Venmo
d2ec637c,28,Female,Alicante,4.2,No,Bank Transfer
780843fa,39,Male,Móstoles,4.2,No,PayPal
0ad47bb6,47,Female,Girona,2.5,No,PayPal
69798161,67,Female,Gijón,4.8,No,Credit Card
a50898ef,42,Female,Girona,3.5,No,PayPal
c2a7fae6,32,Male,Lleida,5.0,Yes,Bank Transfer
561f296a,62,Male,Madrid,4.9,No,PayPal
9ec8fa4e,35,Male,Madrid,4.4,No,Bank Transfer
3af8557e,29,Female,Madrid,3.1,No,Bank Transfer
7ca30754,47,Male,Girona,4.5,Yes,PayPal
57892ed9,68,Male,Castellón,4.4,No,PayPal
ef96ce46,52,Female,Madrid,3.4,No,Debit Card
86be7315,43,Male,Girona,2.9,Yes,Debit Card
71420ce8,67,Female,Lleida,4.1,No,PayPal
f8b28640,33,Female,Gijón,3.9,No,Venmo
e565b9a6,20,Male,Madrid,4.6,No,Credit Card
5b51b636,28,Male,Alcalá de Henares,2.5,No,Cash
c7c4a806,53,Female,Alcalá de Henares,3.4,No,Credit Card
0088443b,19,Male,Alcalá de Henares,3.3,Yes,Credit Card
53b283b3,20,Male,Avilés,4.5,Yes,Credit Card
e1e04c86,53,Male,Lleida,2.7,Yes,Credit Card
8b34114f,61,Male,Castellón,3.5,No,Bank Transfer
3f4c31ec,39,Male,Lleida,4.4,Yes,Bank Transfer
79cfdb32,46,Male,Avilés,3.1,Yes,Cash
e23e78d9,23,Male,Lleida,3.3,No,Bank Transfer
232a3781,49,Male,Castellón,3.6,Yes,Cash
53a0cbc5,64,Male,Girona,2.8,Yes,Debit Card
c0416e67,69,Male,Alicante,2.9,No,Credit Card
ce8ca77e,59,Male,Avilés,4.9,Yes,Debit Card
736f1838,28,Female,Madrid,5.0,No,Credit Card
0fc8c64e,65,Female,Barcelona,4.4,No,Cash
e5a7d00e,28,Male,Valencia,3.0,No,Bank Transfer
09ed5ff2,26,Male,Oviedo,3.9,Yes,Debit Card
5ebea7f1,41,Female,Móstoles,3.5,No,Credit Card
aec6cf4a,32,Male,Barcelona,4.7,No,Cash
78e131dc,61,Male,Lleida,4.4,No,Debit Card
6acd5811,70,Female,Castellón,3.5,No,Venmo
00e36a67,53,Female,Oviedo,2.6,No,PayPal
15700b09,25,Male,Madrid,4.8,No,Cash
037183f1,19,Male,Alcalá de Henares,4.6,No,PayPal
2f151181,59,Male,Girona,2.8,Yes,PayPal
7a39c2c5,64,Male,Madrid,2.9,No,Bank Transfer
3b357646,49,Male,Alcalá de Henares,3.7,No,Debit Card
9c5444e6,23,Male,Avilés,4.0,Yes,Credit Card
2bc662ca,64,Male,Lleida,3.2,Yes,Credit Card
ce6bae4c,41,Male,Barcelona,4.6,No,Credit Card
3b8a7688,19,Male,Avilés,3.4,No,Credit Card
2925aa79,30,Male,Barcelona,4.3,Yes,Venmo
c4fddc09,52,Female,Alcalá de Henares,2.6,No,PayPal
71074a2e,22,Male,Girona,4.1,No,Cash
1f24af44,55,Male,Avilés,4.0,Yes,Credit Card
f5087268,51,Male,Avilés,4.8,Yes,Credit Card
cca2a3bf,48,Male,Gijón,4.8,Yes,Cash
,49,Male,Barcelona,2.9,Yes,Credit Card
f9b501ce,63,Male,Valencia,4.8,Yes,Cash
65fb44b5,64,Male,Madrid,3.2,No,Cash
03f96017,46,Female,Lleida,3.9,No,Cash
152938ab,33,Male,Alicante,2.7,No,Venmo
99ee171e,55,Female,Alcalá de Henares,3.2,No,Credit Card
3e0ae199,46,Female,Gijón,4.7,No,Bank Transfer
73d0a42c,51,Female,Gijón,5.0,No,Cash
f39964d4,53,Male,Lleida,3.6,No,Cash
9bc941be,35,Male,Castellón,2.9,No,Credit Card
f74066d1,67,Male,Madrid,3.5,No,Debit Card
d33f2179,31,Female,Gijón,4.5,No,Venmo
8f9db393,20,Male,Alicante,4.2,No,Debit Card
967a461b,19,Male,Madrid,2.8,Yes,Credit Card
3699e5fc,64,Male,Avilés,2.9,No,Venmo
8bb974de,54,Male,Oviedo,4.4,No,Bank Transfer
a4820463,25,Female,Móstoles,4.6,No,Cash
62d342ad,41,Male,Girona,4.9,No,Debit Card
a791d628,66,Female,Avilés,3.9,No,Credit Card
b2890f4d,59,Male,Oviedo,3.6,Yes,PayPal
4aad3c13,69,Male,Castellón,3.8,No,Debit Card
51902bf6,41,Male,Girona,4.8,No,Cash
a7aae5a0,43,Male,Gijón,4.6,No,Cash
ed9f811e,30,Female,Girona,2.9,No,PayPal
3e7a1ee7,29,Female,Avilés,3.7,No,Venmo
b62dfc44,66,Male,Valencia,4.3,Yes,Cash
409dab76,22,Male,Girona,4.8,No,Cash
202d64bc,66,Male,Girona,3.0,No,PayPal
f5a67b13,41,Female,Alcalá de Henares,2.7,No,Venmo
c2b4f1ff,49,Male,Castellón,4.9,No,Debit Card
8d7b024e,60,Male,Móstoles,3.1,No,Cash
69e25f7d,56,Male,Móstoles,3.0,Yes,Bank Transfer
dfaa73ce,33,Female,Alicante,4.9,No,Venmo
0681021a,38,Male,Oviedo,3.5,Yes,Bank Transfer
9baf2c71,30,Male,Madrid,4.7,No,Debit Card
520dc495,64,Female,Valencia,2.6,No,PayPal
d1685682,58,Female,Castellón,3.7,No,Debit Card
238c5278,40,Male,Valencia,4.0,No,Debit Card
9ac4c397,27,Female,Móstoles,4.9,No,Cash
e9c6b3c6,27,Female,Lleida,4.6,No,PayPal
2ac88601,54,Male,Alcalá de Henares,3.0,No,Credit Card
9b84cf49,38,Male,Valencia,4.5,No,Credit Card
9ef55e21,37,Male,Gijón,3.4,No,Debit Card
1280ef15,35,Male,Avilés,4.7,No,Credit Card
42a0a913,56,Female,Lleida,3.8,No,Bank Transfer
f1aefdee,60,Female,Gijón,4.0,No,PayPal
4d8e1abc,69,Male,Alicante,3.3,No,Bank Transfer
85bd0573,26,Male,Móstoles,3.0,No,Debit Card
7dd139b9,29,Male,Oviedo,3.6,Yes,Venmo
cd774aec,51,Female,Valencia,4.5,No,PayPal
c230e572,44,Male,Avilés,3.4,No,Bank Transfer
7b787684,20,Male,Lleida,4.8,No,Venmo
a0dfcaf8,20,Male,Móstoles,4.2,No,Credit Card
c38b1eb7,30,Male,Móstoles,3.4,No,Cash
49c88bf7,21,Female,Madrid,3.3,No,Credit Card
b88d1696,49,Male,Lleida,4.7,Yes,Cash
ec53a526,28,Female,Lleida,3.4,No,Credit Card
0863e978,69,Male,Alicante,4.5,No,Venmo
0645a27f,59,Female,Valencia,3.0,No,Debit Card
4917496b,27,Male,Lleida,4.8,No,Debit Card
dae06999,68,Female,Oviedo,4.2,No,Bank Transfer
9b847ef4,46,Male,Alcalá de Henares,3.5,No,Venmo
224a3d6c,64,Male,Gijón,3.3,No,Bank Transfer
6bcac51d,32,Female,Alicante,2.5,No,Bank Transfer
99977977,31,Male,Barcelona,4.3,No,Cash
f4a07cca,18,Male,Barcelona,3.5,No,Bank Transfer
7970d0cf,61,Male,Castellón,4.3,Yes,PayPal
1fc3dfa4,46,Female,Madrid,2.6,No,Debit Card
f54aae2b,65,Male,Alcalá de Henares,4.4,No,Credit Card
5f0a0bde,55,Male,Lleida,4.2,Yes,Debit Card
f0d6897b,30,Female,Madrid,5.0,No,Venmo
26481fe1,33,Male,Alcalá de Henares,3.0,No,Venmo
2ac4794c,23,Male,Castellón,4.3,No,Debit Card
7f149e55,68,Female,Móstoles,3.9,No,Venmo
29f516ae,26,Male,Móstoles,2.7,No,Credit Card
b5f745aa,61,Male,Alcalá de Henares,3.5,Yes,Bank Transfer
a9bd3819,25,Male,Oviedo,3.4,Yes,Cash
13983023,48,Male,Oviedo,4.9,Yes,PayPal
45b0ec31,62,Female,Móstoles,3.3,No,Credit Card
0c8481ed,31,Male,Alicante,3.3,Yes,PayPal
4cab48fe,49,Male,Alicante,2.8,No,Debit Card
ab67dfa0,24,Male,Avilés,3.5,Yes,Debit Card
fdcd87d2,39,Female,Alicante,3.5,No,PayPal
ec89b0bb,31,Male,Alcalá de Henares,5.0,No,Venmo
bdae6460,38,Female,Lleida,3.2,No,Bank Transfer
3d97e627,66,Male,Castellón,2.9,No,Credit Card
d28ae3f6,39,Male,Alicante,3.3,Yes,Venmo
3aaf1493,25,Male,Avilés,2.6,No,Venmo
658917ba,23,Male,Alcalá de Henares,4.5,No,Cash
dba07340,35,Male,Barcelona,4.7,No,Credit Card
93109365,69,Male,Oviedo,2.5,No,Cash
76e16ed7,49,Male,Girona,5.0,Yes,Venmo
d1c4dca5,21,Female,Madrid,2.7,No,Bank Transfer
5e25ab6c,18,Male,Valencia,4.4,No,Bank Transfer
9540707c,37,Male,Castellón,4.8,Yes,Venmo
d9edf7f7,59,Female,Alcalá de Henares,3.3,No,Bank Transfer
6b965871,34,Male,Barcelona,5.0,Yes,Cash
13d455d8,65,Male,Barcelona,2.6,Yes,PayPal
cb58f6d4,34,Male,Alcalá de Henares,3.6,Yes,Credit Card
97086b8a,44,Male,Valencia,3.2,No,Venmo
47e9f70d,27,Female,Oviedo,4.9,No,Bank Transfer
57cb4a06,56,Male,Madrid,4.2,No,Debit Card
97f5ee93,53,Male,Castellón,2.9,No,Bank Transfer
09fed685,58,Male,Valencia,3.2,No,Bank Transfer
14c376c2,55,Male,Avilés,4.7,Yes,Credit Card
4c5d7198,50,Male,Castellón,3.1,No,PayPal
d79c6dc4,48,Female,Lleida,2.9,No,Credit Card
636c0685,67,Male,Lleida,3.5,Yes,PayPal
2cb81b4e,61,Male,Barcelona,3.8,No,Venmo
f3c92c79,23,Female,Lleida,4.0,No,Credit Card
8f994217,30,Male,Alcalá de Henares,2.8,No,Bank Transfer
86fae416,52,Male,Madrid,3.8,No,Venmo
a233a427,37,Female,Castellón,4.6,No,PayPal
64dc88ec,40,Male,Lleida,3.2,Yes,PayPal
d95629c8,29,Male,Lleida,4.5,No,Venmo
e6be113d,27,Male,Gijón,3.3,Yes,Credit Card
3e5dc8ad,28,Male,Girona,4.4,Yes,Bank Transfer
32aeb6df,18,Male,Castellón,4.8,No,Credit Card
99ea7f39,49,Female,Móstoles,2.8,No,Cash
99815c0d,37,Male,Madrid,4.3,No,Venmo
8331d70e,33,Male,Oviedo,3.5,Yes,Credit Card
613ad85b,57,Female,Oviedo,4.0,No,Venmo
ade702ab,48,Male,Alicante,3.2,No,Venmo
977ec51f,33,Female,Gijón,4.1,No,PayPal
0c78eef7,28,Female,Gijón,3.8,No,Cash
b80bfd22,60,Male,Alcalá de Henares,3.3,No,Cash
4eb62dd5,62,Male,Avilés,3.3,No,Bank Transfer
3eec8b0f,27,Female,Avilés,4.0,No,Venmo
812f76f0,40,Male,Girona,4.6,Yes,Bank Transfer
fdac1a24,31,Female,Avilés,4.6,No,Credit Card
42e1a9ff,30,Female,Alcalá de Henares,4.2,No,Credit Card
7669c9da,61,Male,Barcelona,4.9,Yes,Cash
361b3369,50,Male,Oviedo,3.9,No,Cash
e5250c88,50,Male,Girona,4.9,No,PayPal
b35aa4fc,56,Female,Oviedo,3.4,No,Cash
a8c5bbc2,29,Female,Madrid,4.8,No,PayPal
fd36a165,26,Male,Castellón,2.9,No,Bank Transfer
39e7e238,61,Female,Girona,2.8,No,Debit Card
48141bda,36,Male,Madrid,3.4,No,Debit Card
618969f3,43,Female,Oviedo,4.5,No,Venmo
514ed7aa,32,Male,Alicante,3.2,Yes,Venmo
2dbb1651,42,Male,Alcalá de Henares,3.8,Yes,Bank Transfer
65f5393b,59,Male,Alicante,3.0,Yes,Cash
c6217e8b,25,Male,Castellón,2.7,No,Credit Card
a1d75674,51,Male,Castellón,4.4,Yes,Credit Card
25003312,59,Male,Avilés,4.0,No,Cash
e39ca303,56,Male,Alcalá de Henares,4.0,Yes,Cash
e8d276c7,41,Male,Castellón,4.2,No,PayPal
0db588c3,37,Female,Castellón,3.6,No,Debit Card
c1953b12,68,Male,Alcalá de Henares,4.2,No,PayPal
fdfabbc1,39,Male,Madrid,3.9,No,Debit Card
35a98b6f,46,Male,Barcelona,3.0,Yes,Credit Card
d71f086a,34,Female,Valencia,2.7,No,Bank Transfer
b0ac1bfa,63,Male,Barcelona,3.1,No,PayPal
3f259d43,28,Male,Madrid,2.7,Yes,Debit Card
00f50e76,56,Male,Oviedo,4.5,No,Credit Card
32be4ca0,68,Female,Alcalá de Henares,3.2,No,Cash
ef176f31,42,Female,Barcelona,2.7,No,Cash
0a0247dd,31,Female,Oviedo,4.8,No,Cash
99c63772,36,Male,Madrid,4.8,Yes,Venmo
742abeee,60,Male,Oviedo,3.0,Yes,Credit Card
8c008bc8,67,Male,Barcelona,3.2,No,Credit Card
b0b94256,31,Male,Castellón,3.6,Yes,Venmo
fc4940f8,18,Male,Valencia,2.9,Yes,Debit Card
8df3ef9b,60,Female,Móstoles,3.4,No,Credit Card
31500ddf,37,Male,Girona,4.2,Yes,Cash
b17691ed,29,Male,Castellón,3.5,Yes,Credit Card
08c78998,26,Female,Barcelona,4.1,No,Debit Card
fd9701e3,28,Male,Avilés,2.9,Yes,Credit Card
1d922ad5,47,Female,Barcelona,2.7,No,Debit Card
33020849,50,Male,Avilés,4.3,No,Cash
6b751342,18,Male,Alicante,2.9,Yes,Credit Card
ebf1d7da,63,Female,Madrid,3.2,No,Cash
7d916c04,50,Male,Lleida,2.9,No,PayPal
d172f8b2,26,Female,Alcalá de Henares,3.6,No,Debit Card
1f5f2b85,61,Female,Alicante,4.1,No,PayPal
cf17cab7,36,Female,Oviedo,2.5,No,Credit Card
b86ef2ed,36,Male,Oviedo,3.6,No,Venmo
f91a25b4,39,Male,Madrid,4.1,No,Credit Card
98d30576,28,Female,Móstoles,2.9,No,Venmo
f2e4032e,66,Female,Madrid,4.7,No,Venmo
15f47d09,40,Female,Gijón,2.6,No,Credit Card
cfcfdef9,51,Female,Alicante,3.7,No,PayPal
aa631aa7,42,Male,Madrid,3.1,Yes,Credit Card
84b2474a,57,Male,Barcelona,3.0,No,PayPal
73c1e911,45,Female,Castellón,4.3,No,Debit Card
d99c05ea,59,Male,Lleida,2.7,No,PayPal
a4255963,47,Male,Móstoles,4.1,No,Debit Card
b5594c00,26,Male,Alicante,4.4,No,Cash
213813bd,69,Male,Gijón,4.6,Yes,Credit Card
1592c025,32,Male,Avilés,4.4,No,Credit Card
3961aecb,68,Male,Alicante,4.2,Yes,Bank Transfer
9efa31fe,23,Male,Madrid,4.1,No,Debit Card
fc3adf09,55,Male,Móstoles,3.1,Yes,Venmo
970ad7fa,68,Male,Oviedo,4.8,No,Bank Transfer
6b22199e,46,Male,Avilés,3.9,No,PayPal
bc2af553,36,Female,Barcelona,4.2,No,Credit Card
e8cff014,57,Female,Madrid,4.7,No,Debit Card
45ae408d,24,Male,Avilés,3.3,No,PayPal
d1c201aa,41,Male,Girona,3.7,Yes,Debit Card
9f497fc5,29,Male,Madrid,4.4,Yes,Debit Card
e25fbd04,40,Male,Barcelona,3.3,No,Cash
1d3e353d,66,Male,Oviedo,4.4,No,Cash
77419f9a,19,Female,Alicante,3.9,No,Credit Card
4f7ebb51,58,Female,Gijón,3.1,No,Bank Transfer
deb10459,63,Female,Avilés,4.8,No,PayPal
513fadd1,41,Female,Avilés,3.8,No,Bank Transfer
ccf931bf,34,Male,Lleida,3.9,Yes,Bank Transfer
db9b7551,29,Male,Barcelona,4.2,No,Cash
238705b9,37,Male,Gijón,3.6,No,Venmo
0287832a,19,Male,Móstoles,3.3,No,Bank Transfer
3b90d90c,53,Male,Barcelona,2.8,Yes,Bank Transfer
de853333,57,Male,Oviedo,3.7,Yes,Debit Card
7cf94e85,67,Male,Girona,4.2,No,PayPal
14378de4,50,Male,Castellón,4.9,Yes,Cash
888167ce,65,Male,Oviedo,4.7,No,Cash
90fbc7ac,21,Male,Barcelona,4.2,No,Debit Card
9984049c,27,Male,Castellón,3.0,No,Debit Card
c4ebb950,31,Male,Madrid,4.7,No,Bank Transfer
0e087de3,60,Male,Gijón,2.9,Yes,PayPal
7ae4639b,40,Male,Móstoles,4.4,No,Credit Card
f03badd2,36,Male,Móstoles,3.8,Yes,Bank Transfer
3247d89f,25,Male,Móstoles,4.4,No,Credit Card
d7657b22,35,Male,Castellón,3.5,Yes,Bank Transfer
86c7f4c4,57,Male,Gijón,2.6,No,Cash
fea53d51,31,Male,Gijón,4.2,No,Credit Card
b3ca6914,54,Male,Alcalá de Henares,3.3,No,PayPal
5bcf3ac8,59,Female,Valencia,3.2,No,PayPal
73dcddf6,18,Male,Madrid,2.6,No,Cash
de43e681,29,Male,Alicante,3.6,No,Debit Card
2f20a8dd,33,Male,Castellón,4.3,Yes,Credit Card
a6a9fc8c,37,Male,Gijón,3.3,No,Debit Card
ee0cf5f8,62,Male,Castellón,4.8,Yes,Venmo
c0973bd3,30,Female,Castellón,3.9,No,Cash
8f56216f,34,Male,Valencia,3.5,No,Venmo
b487194d,23,Male,Alicante,4.0,No,Credit Card
d0d9b030,26,Male,Oviedo,2.9,Yes,Bank Transfer
d5eeb97f,26,Male,Lleida,4.7,No,Debit Card
217a0537,51,Male,Valencia,4.9,Yes,Venmo
b787c69f,60,Male,Valencia,3.7,No,Cash
626a78cd,52,Male,Gijón,3.6,No,Venmo
c79f0f0c,47,Male,Girona,4.3,No,Cash
68d0a24c,49,Male,Girona,3.2,Yes,Credit Card
f3d760eb,62,Male,Lleida,3.7,No,PayPal
d4e10b9f,27,Male,Avilés,3.2,Yes,PayPal
ee6fda18,46,Female,Oviedo,2.8,No,Cash
5eca955f,46,Female,Valencia,2.5,No,Credit Card
21641cd5,23,Female,Girona,4.3,No,Credit Card
7d3d9627,57,Male,Alcalá de Henares,4.1,Yes,PayPal
2de16ed9,37,Male,Girona,2.7,No,Debit Card
8e523f9b,68,Male,Madrid,4.3,Yes,Cash
a719cfd4,56,Female,Girona,3.1,No,Credit Card
0e4f7262,41,Male,Avilés,4.9,Yes,Credit Card
7e492cf9,24,Male,Móstoles,4.7,No,Credit Card
cf4cbbb6,57,Male,Valencia,2.8,No,Debit Card
b2940c0c,46,Male,Alicante,2.6,No,Bank Transfer
c2471030,18,Male,Barcelona,3.0,No,Cash
94ad04ea,35,Male,Lleida,4.7,No,Debit Card
1e7d2b41,57,Male,Alcalá de Henares,4.9,No,Debit Card
2eb0a099,69,Male,Lleida,4.2,Yes,Debit Card
cd7cfe46,65,Female,Oviedo,4.0,No,Venmo
4eb26bbf,35,Male,Alicante,3.2,Yes,Venmo
219f2ec8,36,Male,Oviedo,3.1,Yes,PayPal
406b2fa4,65,Male,Alicante,3.1,Yes,Bank Transfer
a65cd90b,61,Male,Gijón,4.3,Yes,Cash
63ee63b2,34,Male,Lleida,4.3,No,Credit Card
7d2060dc,19,Male,Girona,4.9,Yes,PayPal
c85531eb,51,Male,Girona,3.4,No,Debit Card
a8f12d3f,22,Female,Alcalá de Henares,3.3,No,Cash
f2a125d1,21,Female,Lleida,3.5,No,PayPal
ea3e6f8a,26,Male,Castellón,4.1,Yes,Bank Transfer
29dbcc52,70,Male,Oviedo,3.4,Yes,Bank Transfer
045a6bbd,53,Male,Móstoles,4.3,No,Bank Transfer
4fda7f5e,38,Male,Valencia,4.0,No,Bank Transfer
17b53fde,56,Male,Castellón,4.1,No,Debit Card
361b43fb,32,Male,Alcalá de Henares,4.8,No,Debit Card
e9ec56a0,63,Female,Girona,3.6,No,Venmo
82a61020,63,Female,Lleida,3.5,No,Credit Card
ef749a03,53,Male,Gijón,4.3,Yes,Credit Card
85aff688,52,Male,Alcalá de Henares,4.7,No,Debit Card
27ff185f,53,Female,Madrid,3.8,No,Credit Card
203bfe75,23,Female,Oviedo,4.0,No,Bank Transfer
2a4f3461,32,Male,Lleida,2.9,Yes,Debit Card
7b24330e,47,Female,Alcalá de Henares,3.7,No,Debit Card
a868925b,30,Male,Alicante,4.6,No,PayPal
e99d0df2,68,Male,Alcalá de Henares,4.1,No,Venmo
ebddfce4,67,Male,Alicante,4.6,Yes,Credit Card
ea8649aa,30,Male,Castellón,4.1,No,Cash
83068342,59,Male,Madrid,4.1,No,Venmo
c5ad8ccc,32,Male,Alicante,3.0,Yes,Cash
ec64cd68,48,Male,Valencia,2.6,Yes,Debit Card
50737d39,24,Male,Lleida,4.3,No,Credit Card
83462dca,31,Female,Móstoles,3.3,No,Venmo
65a3fd8e,47,Male,Móstoles,3.9,No,Credit Card
cb4d15cd,61,Male,Girona,2.8,Yes,Cash
42397161,64,Male,Castellón,3.4,Yes,PayPal
82be09ee,53,Male,Gijón,4.1,Yes,PayPal
bf25ca98,28,Female,Valencia,4.3,No,Cash
23446868,70,Female,Gijón,4.5,No,Bank Transfer
4b8621c3,31,Male,Gijón,2.9,Yes,Credit Card
47f6628a,39,Female,Barcelona,2.7,No,PayPal
6452c03e,25,Female,Oviedo,2.6,No,PayPal
9fe30f34,32,Male,Madrid,5.0,No,Cash
c3234dcb,24,Male,Móstoles,3.4,Yes,Bank Transfer
1673e0a3,55,Male,Oviedo,3.2,Yes,Cash
fe62b825,43,Female,Girona,2.6,No,PayPal
1613d74c,32,Male,Avilés,3.7,No,PayPal
f0bf8fb3,31,Female,Avilés,3.7,No,Bank Transfer
64925fc3,34,Female,Castellón,2.6,No,Cash
7a636fcf,46,Male,Oviedo,3.3,No,PayPal
d5743a4b,23,Male,Móstoles,4.5,Yes,Venmo
06846d9f,34,Female,Avilés,3.9,No,Venmo
c121842c,30,Male,Barcelona,2.9,No,PayPal
bb232119,25,Male,Oviedo,4.8,Yes,Credit Card
23999bd4,57,Male,Castellón,3.3,No,Credit Card
b56c7803,65,Male,Alcalá de Henares,5.0,Yes,Debit Card
3149dc10,27,Male,Alcalá de Henares,3.2,Yes,Credit Card
72f5f3c0,58,Male,Gijón,3.7,No,Cash
6ab94e45,50,Female,Gijón,3.0,No,Venmo
01b2ea0b,69,Male,Avilés,2.5,No,Debit Card
8aa9f279,42,Male,Lleida,2.6,No,Bank Transfer
3f0a7f85,51,Male,Girona,3.9,No,PayPal
690769d1,42,Female,Móstoles,4.6,No,PayPal
c3bd15da,28,Male,Madrid,3.0,No,Venmo
840485b7,50,Male,Castellón,2.9,Yes,Debit Card
c41a8802,44,Female,Barcelona,3.5,No,Venmo
a9f2b320,37,Female,Valencia,4.6,No,Debit Card
355d8bf4,22,Male,Alicante,4.9,Yes,Bank Transfer
259be3e7,50,Male,Lleida,4.3,No,Credit Card
b6bdd736,50,Male,Barcelona,3.4,No,Bank Transfer
996dbee1,32,Female,Móstoles,4.0,No,Credit Card
e91695ef,44,Male,Barcelona,3.4,No,PayPal
a76cc9e4,60,Male,Madrid,4.8,No,PayPal
c9ec5449,32,Male,Gijón,3.6,Yes,Venmo
bdf4861c,25,Male,Avilés,3.7,Yes,PayPal
c524117e,62,Male,Avilés,4.6,No,Debit Card
f3f42ff0,68,Male,Avilés,2.9,No,Venmo
c98753b5,51,Male,Alicante,2.6,Yes,Credit Card
5b2b52da,60,Male,Oviedo,3.4,No,Credit Card
f7ded412,56,Female,Lleida,3.5,No,Bank Transfer
bfa660fc,42,Female,Alicante,3.5,No,Bank Transfer
982532dc,18,Male,Gijón,3.6,Yes,PayPal
93a7f078,35,Male,Alicante,4.8,No,PayPal
0fdd8807,35,Female,Móstoles,4.2,No,Debit Card
f25571d4,56,Male,Móstoles,3.4,Yes,Venmo
942c3860,59,Male,Valencia,3.5,No,Venmo
686a275e,44,Female,Gijón,3.8,No,Venmo
55de43a2,30,Male,Girona,3.0,Yes,Credit Card
790cfa05,25,Male,Castellón,3.8,No,Credit Card
c20a13f1,56,Female,Valencia,4.5,No,Venmo
b51ffcce,25,Male,Castellón,2.8,No,Debit Card
d45690c0,50,Female,Valencia,4.4,No,PayPal
de3b46a5,68,Male,Madrid,3.3,No,Credit Card
9efa3523,32,Male,Oviedo,4.3,No,Cash
77feded3,45,Male,Gijón,3.8,No,Cash
3c033ba1,24,Male,Barcelona,4.4,Yes,Venmo
6a914596,26,Male,Oviedo,3.0,No,Bank Transfer
ffe4c7e4,28,Male,Castellón,4.3,Yes,Bank Transfer
4af1d988,27,Female,Barcelona,3.2,No,Cash
35df51ac,45,Male,Valencia,4.4,Yes,Debit Card
b10cc43e,28,Male,Avilés,3.2,Yes,PayPal
a7cad17c,37,Male,Avilés,4.6,No,Debit Card
7dede627,36,Female,Lleida,2.7,No,PayPal
a08a421e,23,Male,Barcelona,2.9,No,Debit Card
fdd9453c,44,Male,Lleida,4.0,No,Cash
33d11a44,33,Male,Castellón,4.7,Yes,Venmo
4d97442d,64,Male,Castellón,3.6,No,Credit Card
491e192d,18,Male,Valencia,4.2,No,Credit Card
f297a403,46,Female,Oviedo,3.3,No,Bank Transfer
2ebf5ba8,36,Male,Castellón,4.4,No,Venmo
5a39a8aa,53,Male,Barcelona,2.5,Yes,Bank Transfer
8a93d6a6,46,Female,Girona,4.3,No,Credit Card
9925f8c1,65,Male,Valencia,4.1,Yes,Cash
